"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-19","80","52","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-20","85","43","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-21","93","45","87"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-22","92","47","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-23","88","47","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-24","81","52","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-25","85","53","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-26","84","50","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-27","89","46","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-28","101","46","95"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-29","107","50","96"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-30","108","47","97"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-08-31","95","50","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-01","88","47","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-02","82","51","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-03","78","53","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-04","86","50","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-05","92","44","87"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-06","96","41","91"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-07","99","43","94"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-08","100","45","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-09","92","45","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-10","86","45","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-11","78","53","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-12","82","42","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-13","76","58","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-14","86","44","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-15","82","55","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-16","84","43","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-17","90","41","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-18","93","44","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-19","95","43","91"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-20","97","47","92"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-21","94","46","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-22","81","44","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-23","73","50","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-24","77","50","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-25","79","47","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-26","74","49","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-27","77","50","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-28","88","44","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-29","89","44","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-09-30","80","50","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-01","76","55","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-02","85","51","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-03","90","43","85"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-04","95","45","85"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-05","102","49","95"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-06","106","48","100"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-07","110","51","105"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-08","112","55","105"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-09","105","49","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-10","82","50","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-11","84","43","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-12","82","44","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-13","83","46","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-14","89","42","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-15","86","39","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-16","79","39","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-17","83","35","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-18","76","37","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-19","71","44","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-20","73","33","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-21","79","32","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-22","80","31","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-23","77","43","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-24","69","41","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-25","62","39","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-26","71","40","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-27","78","38","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-28","67","31","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-29","62","48","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-30","55","46","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-10-31","67","43","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-01","73","36","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-02","72","36","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-03","60","46","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-04","59","40","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-05","67","34","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-06","72","30","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-07","78","32","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-08","86","33","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-09","76","39","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-10","84","39","66"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-11","80","33","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-12","75","42","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-13","78","45","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-14","65","41","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-15","63","35","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-16","55","38","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-17","63","47","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-18","61","55","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-19","59","51","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-20","64","55","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-21","60","54","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-22","60","54","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-23","56","50","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-24","69","41","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-25","70","42","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-26","69","36","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-27","71","33","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-28","58","37","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-29","63","33","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-11-30","65","30","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-01","60","47","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-02","62","30","46"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-03","61","29","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-04","64","34","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-05","60","50","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-06","59","48","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-07","59","41","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-08","58","49","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-09","58","51","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-10","58","50","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-11","60","54","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-12","64","54","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-13","61","48","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-14","65","36","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-15","66","33","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-16","66","32","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-17","66","35","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-18","68","33","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-19","67","29","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-20","54","28","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-21","51","44","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-22","54","39","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-23","60","40","49"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-24","61","32","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-25","62","30","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-26","54","44","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-27","56","48","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-28","55","49","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-29","55","50","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-30","59","52","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1996-12-31","61","55","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-01","61","57","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-02","61","56","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-03","59","46","47"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-04","48","35","48"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-05","56","37","47"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-06","60","36","47"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-07","69","29","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-08","64","30","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-09","64","33","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-10","67","32","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-11","66","37","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-12","53","45","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-13","50","28","42"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-14","48","25","46"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-15","59","40","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-16","60","39","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-17","65","42","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-18","67","38","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-19","59","39","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-20","54","45","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-21","54","44","53"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-22","55","47","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-23","55","46","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-24","54","42","50"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-25","59","47","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-26","62","53","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-27","60","50","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-28","68","47","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-29","70","42","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-30","71","39","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-01-31","68","38","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-01","67","43","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-02","64","37","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-03","61","37","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-04","63","46","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-05","67","36","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-06","64","34","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-07","64","35","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-08","69","35","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-09","59","32","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-10","65","41","58"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-11","65","33","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-12","67","40","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-13","72","37","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-14","77","35","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-15","78","38","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-16","74","38","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-17","63","46","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-18","72","37","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-19","70","33","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-20","71","34","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-21","72","32","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-22","71","34","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-23","68","35","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-24","68","44","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-25","76","30","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-26","71","44","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-27","59","46","52"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-02-28","67","38","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-01","67","29","57"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-02","63","40","54"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-03","62","32","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-04","69","29","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-05","70","29","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-06","71","31","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-07","73","34","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-08","77","35","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-09","83","36","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-10","88","37","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-11","82","38","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-12","73","30","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-13","78","30","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-14","80","34","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-15","75","39","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-16","64","41","51"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-17","69","49","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-18","81","40","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-19","85","40","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-20","83","46","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-21","81","49","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-22","76","46","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-23","69","49","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-24","84","43","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-25","82","44","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-26","74","46","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-27","71","42","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-28","77","48","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-29","80","35","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-30","74","36","55"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-03-31","66","35","56"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-01","68","32","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-02","72","45","67"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-03","80","47","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-04","74","35","63"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-05","68","33","59"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-06","68","39","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-07","76","35","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-08","74","36","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-09","71","37","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-10","75","33","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-11","78","33","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-12","75","35","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-13","75","42","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-14","84","37","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-15","87","42","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-16","86","41","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-17","83","45","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-18","77","51","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-19","73","53","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-20","79","53","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-21","81","54","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-22","80","48","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-23","75","44","61"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-24","75","41","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-25","88","38","84"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-26","88","43","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-27","81","51","62"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-28","69","41","64"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-29","78","49","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-04-30","77","42","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-01","80","36","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-02","78","36","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-03","86","47","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-04","88","41","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-05","88","40","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-06","90","49","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-07","89","41","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-08","83","39","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-09","83","40","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-10","83","44","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-11","86","50","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-12","94","45","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-13","96","43","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-14","92","48","86"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-15","94","51","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-16","100","53","95"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-17","103","56","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-18","84","48","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-19","82","52","73"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-20","82","54","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-21","86","41","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-22","84","44","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-23","78","51","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-24","78","47","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-25","83","40","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-26","85","44","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-27","92","54","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-28","89","55","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-29","97","54","88"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-30","95","53","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-05-31","95","54","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-01","89","53","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-02","84","45","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-03","74","48","69"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-04","78","56","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-05","71","56","68"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-06","93","44","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-07","82","45","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-08","75","52","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-09","77","50","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-10","79","52","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-11","84","43","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-12","79","52","65"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-13","87","47","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-14","78","50","60"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-15","80","55","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-16","91","52","83"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-17","93","50","84"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-18","91","48","84"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-19","84","46","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-20","83","49","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-21","85","42","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-22","85","43","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-23","94","37","85"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-24","97","43","90"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-25","98","44","92"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-26","92","44","80"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-27","81","44","71"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-28","76","47","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-29","83","42","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-06-30","81","50","72"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-01","90","43","81"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-02","95","42","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-03","100","48","94"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-04","94","51","87"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-05","95","49","89"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-06","93","45","87"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-07","90","52","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-08","87","48","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-09","90","49","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-10","82","50","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-11","79","50","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-12","78","55","70"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-13","85","47","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-14","85","47","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-15","89","52","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-16","88","49","77"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-17","93","52","82"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-18","83","47","75"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-19","80","51","74"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-20","80","54","76"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-21","86","54","79"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-22","84","53","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-23","85","56","78"
"USC00040673","BEN LOMOND NUMBER 4, CA US","1997-07-24","86","55","78"
